,Unnamed: 0,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
755,755,서울버터샌드 양천구,"카페, 디저트",양천구,서울특별시 양천구 목동 404-16,"원조, 테이크아웃, 주차",126.877314560568,37.5234715621787,카페
756,756,개버랜드 목동,애견카페,양천구,서울특별시 양천구 신정동 1015-18,"저렴한, 반려동물동반, 주차",126.861691565773,37.521012044135,카페
757,757,샤츠 신정동,독일레스토랑,양천구,서울특별시 양천구 신정동 202-9,반려동물동반,126.864575473344,37.5076189989691,음식점
758,758,우씨수산 목동,횟집,양천구,서울특별시 양천구 목동 544-18,"반려동물동반, 주차, 배달",126.873682690372,37.5432566769415,음식점
759,759,현이네 신월동,마라탕,양천구,서울특별시 양천구 신월동 124-19,"반려동물동반, 주차, 배달",126.834181223772,37.5312066823504,음식점
760,760,유어홈 커피로스터스 문래,"커피, 카페",영등포구,서울특별시 영등포구 문래동2가 39-1,"깔끔한, 점심식사, 테이크아웃, 반려동물동반",126.893684010417,37.5127603609765,카페
761,761,서울커피 여의도,"커피, 비엔나커피",영등포구,서울특별시 영등포구 여의도동 43-4,"캐주얼한, 테이크아웃, 반려동물동반, 야외좌석(테라스), 주차, 배달",126.931743565817,37.5201951845945,카페
762,762,공간다반사 당산,"카페, 밀크티",영등포구,서울특별시 영등포구 당산동6가 282,"예쁜, 개별룸, 테이크아웃, 반려동물동반, 주차",126.903636671687,37.5351966447572,카페
763,763,이스트우드 도림점,"카페, 휘낭시에",영등포구,서울시 영등포구 도림동 253-87,"캐주얼한, 테이크아웃, 반려동물동반, 배달",126.89965650862,37.5066672283267,카페
764,764,버즈소커피 당산,"커피, 카페",영등포구,서울특별시 영등포구 당산동4가 73-13,"깔끔한, 테이크아웃, 반려동물동반",126.896989717632,37.5290607143028,카페
765,765,피크니크 선유도,"카페, 수플레",영등포구,서울시 영등포구 양평동4가 131-1,"예쁜, 점심식사, 반려동물동반, 배달",126.894367933585,37.5379861430755,카페
766,766,작은술집 원지 영등포구청,"술집, 이자카야",영등포구,서울특별시 영등포구 당산동3가 151-2,"분위기좋은, 저녁식사, 바자리, 반려동물동반",126.89770113676,37.5270460627063,음식점
767,767,비닐하우스 문래동,"다이닝펍, 와인바",영등포구,서울특별시 영등포구 문래동3가 54-39,"이국적/이색적, 저녁식사, 테이크아웃, 무료주차",126.89767993945,37.5142366706559,음식점
768,768,비어바나 문래,"수제맥주, 루프탑",영등포구,서울특별시 영등포구 문래동2가 12-8,"이국적/이색적, 테이크아웃, 셀프바, 반려동물동반, 배달",126.895329733477,37.5133346889661,음식점
769,769,블랑 영등포구청,맥주,영등포구,서울시 영등포구 당산동3가 63,"예쁜, 저녁식사, 바테이블, 반려동물동반, 예약가능, 주차",126.897626820703,37.5243891241503,음식점
770,770,365coffee 문래동,"카페, coffee",영등포구,서울특별시 영등포구 문래동6가 19,"서민적인, 테이크아웃, 반려동물동반, 주차",126.887209600632,37.5179116991034,카페
771,771,103호심야식당 당산,"중식, 심야식당",영등포구,서울시 영등포구 당산동6가 338-4,"이국적/이색적, 저녁식사, 반려동물동반",126.899659808457,37.5352887486722,음식점
772,772,온도 영등포구청,"이자카야, 술집",영등포구,서울특별시 영등포구 당산동3가 158-1,"분위기좋은, 예약필수, 바테이블, 반려동물동반, 주차",126.897763054032,37.5265230848604,음식점
773,773,노버든 영등포구청역,"카페, 말차라떼",영등포구,서울특별시 영등포구 당산동3가 558,"예쁜, 점심식사, 반려동물동반",126.893797090041,37.5268279078831,카페
774,774,헤비로테이트 영등포,"카페, 커피",영등포구,서울특별시 영등포구 도림동 241-16,"예쁜, 반려동물동반, 바테이블",126.899664092167,37.5081838958613,카페
775,775,bring me coffee 영등포구청,"커피, 카페",영등포구,서울시 영등포구 양평동3가 5-4,"깔끔한, 반려동물동반, 제로페이, 주차, 배달",126.891347611053,37.5254929181019,카페
776,776,비어포스트 바 문래,"맥주, 수제맥주",영등포구,서울특별시 영등포구 문래동2가 14-29,"이국적/이색적, 저녁식사, 테이크아웃, 반려동물동반",126.894198910632,37.5137815703907,음식점
777,777,찰랑 문래동,"요리주점, 술집",영등포구,서울 영등포구 문래동3가 58-52,"시끌벅적한, 저녁식사, 반려동물동반",126.894697567331,37.5147004990179,음식점
778,778,더스크블루 당산,"카페, 칵테일",영등포구,서울특별시 영등포구 당산동4가 32-64 2층,"데이트하기좋은, 반려동물동반",126.899128297887,37.5287946024582,카페
779,779,진을림 신풍역,"카페, 루프탑",영등포구,서울특별시 영등포구 신길동 3574-15,"깔끔한, 야외테라스, 반려동물동반, 노키즈존",126.910512415729,37.5004759535965,카페
780,780,선유기지 선유도,"크로플, 카페",영등포구,서울특별시 영등포구 양평동4가 153-4,"깔끔한, 테이크아웃, 반려동물동반",126.897650809644,37.5364730112623,카페
781,781,포프트 커피 신길역,"카페, 디저트",영등포구,서울특별시 영등포구 영등포동1가 81,"캐주얼한, 테이크아웃, 바테이블, 주차, 배달",126.914149975196,37.5184411672392,카페
782,782,아리수만찬 선유도,"바베큐, 삼겹살",영등포구,서울특별시 영등포구 양화동 32-1,"경관/야경이좋은, 점심식사, 저녁식사, 야외바베큐, 반려동물동반, 주차",126.894850608061,37.5450031966505,음식점
783,783,원조마늘통닭 문래,"치킨, 마늘통닭",영등포구,서울시 영등포구 문래동4가 7-4,"서민적인, 저녁식사, 반려동물동반, 주차, 배달",126.891054356047,37.515942021104,음식점
784,784,더함한우골 영등포구청역,"한우, 등심",영등포구,서울특별시 영등포구 당산동3가 457,"고급스러운, 점심식사, 저녁식사, 칸막이",126.894795803798,37.5248933598269,음식점
785,785,카페버킷리스트 영등포구청역,"카페, 아인슈페너",영등포구,서울특별시 영등포구 당산동3가 350,"인스타감성, 테이크아웃, 배달",126.895929548239,37.5246603740779,카페
786,786,언니네 당산,"마카롱, 디저트",영등포구,서울특별시 영등포구 당산동1가 439,"가성비좋은, 테이크아웃, 배달",126.896735958613,37.5229879210022,카페
787,787,리브레리 영등포구청,"카페, 북카페",영등포구,서울특별시 영등포구 당산동3가 12-2,"조용한, 테이크아웃",126.898345212172,37.5240269111328,카페
788,788,팜스프링스 카페 영등포,"브런치, 스프",영등포구,서울특별시 영등포구 신길동 137-20,"예쁜, 점심식사, 저녁식사, 좌식, 반려동물동반, 반려동물동반",126.917218496676,37.5099546413862,카페
789,789,남대문 커피 여의도,"커피, 라떼",영등포구,서울특별시 영등포구 여의도동 14-21,"캐주얼한, 테이크아웃",126.919173463609,37.5299227588767,카페
790,790,웨이프 영등포구청,"카페, 커피",영등포구,서울특별시 영등포구 당산동3가 395-12,반려동물동반,126.894772651677,37.5276040028634,카페
791,791,히든오아시스 문래동,"블렌딩티, 카페",영등포구,서울특별시 영등포구 문래동3가 37,"인스타감성, 야외테라스, 반려동물동반, 배달",126.898801101073,37.5188401412511,카페
792,792,카페 1953 위드 오드리 문래동,"카페, 브런치카페",영등포구,서울특별시 영등포구 문래동2가 34-10,"예쁜, 점심식사, 반려동물동반, 주차",126.892094386211,37.5118911627127,카페
793,793,평화 문래,"카페, 와인바",영등포구,서울특별시 영등포구 문래동2가 14-42,"분위기좋은, 바자리",126.894327926915,37.5137315900822,카페
794,794,윤이불닭발 영등포,불닭발,영등포구,서울특별시 영등포구 영등포동3가 19-2,"인스타감성, 반려동물동반, 제로페이, 배달",126.90711500402,37.5178719966679,음식점
795,795,쓰리버즈 IFC점,"브런치, 샌드위치",영등포구,서울특별시 영등포구 여의도동 23,"캐주얼한, 아침식사, 점심식사, 반려동물동반",126.925298305571,37.5249785804444,카페
796,796,79파운야드 영등포포레나점,"레몬케이크, 베이커리",영등포구,서울특별시 영등포구 영등포동7가 208,"예쁜, 반려동물동반, 주차",126.905606241539,37.5233606097041,카페
797,797,이목구비 영등포,"수제맥주, 피맥",영등포구,서울특별시 영등포구 영등포동4가 127,"힙한분위기, 저녁식사, 셀프바, 반려동물동반, 야외좌석(테라스), 주차",126.903311654763,37.5191238613803,음식점
798,798,브루스카 문래,"맥주, 루프탑",영등포구,서울특별시 영등포구 문래동2가 20-3,"가성비좋은, 저녁식사, 반려동물동반, 야외좌석(테라스), 배달",126.894372577169,37.5128688288836,음식점
799,799,포엣룸 문래동,"카페, 비건",영등포구,서울특별시 영등포구 문래동4가 2-24,"조용한, 반려동물동반",126.892623613996,37.5148928881992,카페
800,800,다운타우너 한남,"버거, 아보카도버거",용산구,서울특별시 용산구 한남동 683-63,"캐주얼한, 점심식사, 저녁식사, 셀프바, 배달",127.000407543947,37.5358883741921,음식점
801,801,효뜨 용산,"베트남음식, 쌀국수",용산구,서울시 용산구 한강로2가 73-3,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반",126.971306828335,37.5303265236369,음식점
802,802,울프소셜클럽 한남동,"파이, 디저트",용산구,서울특별시 용산구 한남동 795-2,"깔끔한, 점심식사, 저녁식사, 바자리, 배달",127.002685702384,37.5424246498513,카페
803,803,MTL 한남,"커피, 카페",용산구,서울특별시 용산구 한남동 743-8,"캐주얼한, 반려동물동반, 발렛파킹, 배달",126.999052631285,37.5371313914435,카페
804,804,올드페리도넛 한남동,"도넛, 크림브륄레",용산구,서울특별시 용산구 한남동 727-21,"캐주얼한, 점심식사, 테이크아웃, 무료주차",127.003023013751,37.5396288391601,카페
805,805,브라이 리퍼블릭 이태원,"남아공음식, 양갈비",용산구,서울특별시 용산구 이태원동 63-4,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 배달",126.990790609643,37.5335446928881,음식점
806,806,더테이블키친 한남동,"뇨끼, 스테이크",용산구,서울특별시 용산구 한남동 684-36,"예쁜, 점심식사, 저녁식사, 칸막이, 바테이블",127.000758626952,37.5356722224018,음식점
807,807,쏭타이 이태원,"태국음식, 비건",용산구,서울특별시 용산구 이태원동 72-14,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",126.992685578496,37.5337213315504,음식점
808,808,팟카파우 해방촌,"태국음식, 팟타이",용산구,서울특별시 용산구 용산동2가 1-510 신흥시장안 2층,"캐주얼한, 점심식사, 저녁식사, 반려동물동반",126.984867514377,37.545187256214,음식점
809,809,버뮤다삼각지 용산구,"멕시코음식, 폭립",용산구,서울특별시 용산구 한강로2가 24-6,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",126.97234864786,37.5319787581057,음식점
810,810,히트커피 한남동,"커피, 카페",용산구,서울특별시 용산구 한남동 683-137,"유럽풍, 로스터리",127.001370879658,37.5374969231566,카페
811,811,성광대도 해방촌,"술집, 하이볼",용산구,서울특별시 용산구 용산동2가 22-9,"지역주민이찾는, 저녁식사, 바자리",126.987107018397,37.5438899928674,음식점
812,812,파운즈 해방촌,"스콘, 루프탑",용산구,서울특별시 용산구 후암동 406-56,"깔끔한, 반려동물동반",126.983934276258,37.5474145827465,카페
813,813,바스버거 후암점,"버거, 수제버거",용산구,서울특별시 용산구 동자동 23-30,"캐주얼한, 점심식사, 저녁식사, 야외테라스, 셀프바, 배달",126.974053083826,37.5502242109522,음식점
814,814,한남 베르그 한남동,"크로플, 카페",용산구,서울시 용산구 한남동 683-76,"깔끔한, 테이크아웃, 반려동물동반, 배달",127.000554177052,37.5357190755729,카페
815,815,코타티 해방촌,"젤라또, 레몬",용산구,서울시 용산구 용산동2가 26-6,"예쁜, 테이크아웃, 반려동물동반, 주차, 배달",126.988174372019,37.5434638417459,음식점
816,816,더베이커스테이블 이태원,"브런치, 수프",용산구,서울특별시 용산구 이태원동 691,"이국적/이색적, 아침식사, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스)",126.98746714482,37.5394493642832,카페
817,817,바바라스 키친 한남동,"bar, 짜장떡볶이",용산구,서울특별시 용산구 한남동 685-13,"캐주얼한, 점심식사, 저녁식사, 반려동물동반",127.000566730375,37.534977732121,음식점
818,818,카페시바 숙대입구역,"비건, 비건식당",용산구,서울특별시 용산구 남영동 72-2,"이국적/이색적, 점심식사, 저녁식사, 칸막이, 배달",126.972880036769,37.5429680224249,음식점
819,819,쿼츠 삼각지역,"카페, 라떼",용산구,서울특별시 용산구 한강로1가 245-5,"깔끔한, 테이크아웃",126.971889384809,37.5329800223377,카페
820,820,wet coffee 한남동,"커피, 도넛",용산구,서울특별시 용산구 한남동 729-18 지하,"깔끔한, 테이크아웃",127.003137436529,37.5376130283855,카페
821,821,남산케미스트리 이태원,"맥주, 수제맥주",용산구,서울특별시 용산구 이태원동 225-5,"캐주얼한, 점심식사, 저녁식사, 반려동물동반",126.990378764594,37.5398223811236,음식점
822,822,타파코파 삼각지,"스페인음식, 타파스",용산구,서울특별시 용산구 한강로1가 231-12,"캐주얼한, 저녁식사, 콜키지, 바자리, 반려동물동반",126.973220960471,37.5325570414743,음식점
823,823,로리스피자 용산,"피자, 맥주",용산구,서울특별시 용산구 한강로2가 342,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",126.967363197885,37.5382765617916,음식점
824,824,AUZ 용산,"브런치, 프렌치토스트",용산구,서울특별시 용산구 원효로1가 133-3,"캐주얼한, 아침식사, 점심식사, 반려동물동반, 무료주차, 배달",126.989172759623,37.5347253173242,카페
825,825,중국가정식 장강중류 이태원,"갈비탕, 중국가정식",용산구,서울특별시 용산구 이태원동 454-1,"이국적/이색적, 저녁식사, 예약필수, 반려동물동반, 배달",126.978905408982,37.546149599817,음식점
826,826,플러피클라우드 후암동,"카페, 피클",용산구,서울특별시 용산구 후암동 255-14 대경빌딩 2층,"깔끔한, 점심식사, 저녁식사, 반려동물동반",126.991827152183,37.5339887824437,카페
827,827,어글리소사이어티 이태원동,"칵테일바, bar",용산구,서울특별시 용산구 이태원동 66-3,"예쁜, 저녁식사, 반려동물동반",126.988241196191,37.5344189780586,음식점
828,828,코레아노스 키친 녹사평점,"멕시코음식, 타코",용산구,서울특별시 용산구 이태원동 457-3,"이국적/이색적, 점심식사, 저녁식사, 야외테라스, 발렛파킹, 배달",126.989433996552,37.5339803033682,음식점
829,829,모터시티바이매니멀 이태원,"피자, 디트로이트피자",용산구,서울특별시 용산구 이태원동 56-30,"캐주얼한, 점심식사, 저녁식사, 바테이블, 배달",126.999766924164,37.5357662890777,음식점
830,830,겟썸커피 한남,"커피, 카페",용산구,서울특별시 용산구 한남동 683-110,"깔끔한, 저녁식사, 테이크아웃, 반려동물동반",126.983945750467,37.5472051020673,카페
831,831,더로열푸드앤드링크 용산구,"카페, 브런치",용산구,서울특별시 용산구 후암동 406-58,"경관/야경이좋은, 점심식사, 저녁식사, 야외자리",126.970548936853,37.5424036185205,카페
832,832,진대포 남영역,"곱창, 알곱창",용산구,서울특별시 용산구 청파동3가 84-4,"서민적인, 저녁식사, 개별룸, 칸막이, 주차",126.969419526519,37.5396916823996,음식점
833,833,열정도고깃집 용산,"고깃집, 목살",용산구,서울시 용산구 원효로1가 44-11,"시끌벅적한, 점심식사, 저녁식사, 셀프바, 칸막이, 반려동물동반",126.991658888173,37.539278454637,음식점
834,834,사루 이태원,"카페, 커피",용산구,서울특별시 용산구 이태원동 212-21 1층,"예쁜, 반려동물동반",126.975941007041,37.5488660851384,카페
835,835,오르소에스프레소바 용산구,카페,용산구,서울특별시 용산구 후암동 129,"캐주얼한, 테이크아웃, 바테이블",126.960917846345,37.5420063661202,카페
836,836,mtl 효창 효창공원,"커피, 카페",용산구,서울특별시 용산구 효창동 5-160,"예쁜, 테이크아웃, 야외테라스, 반려동물동반, 무료주차, 배달",127.001967034629,37.5370215469058,카페
837,837,원인어밀리언 한남동,"카페, 커피",용산구,서울특별시 용산구 한남동 684-62,"예쁜, 야외테라스, 반려동물동반",127.003023013751,37.5396288391601,카페
838,838,리틀넥 한남점,"팬케익, 브런치",용산구,서울특별시 용산구 한남동 727-21,"캐주얼한, 점심식사, 저녁식사, 셀프바, 배달",126.970613650752,37.5300306445046,카페
839,839,더백테라스 신용산역점,"수제버거, 햄버거",용산구,서울특별시 용산구 한강로2가 147,"캐주얼한, 점심식사, 저녁식사, 야외테라스, 발렛, 발렛파킹",126.92042289471,37.6406680626824,음식점
840,840,YM ESPRESSO ROOM 구파발,"카페, 커피",은평구,서울특별시 은평구 진관동 67 래미안,"조용한, 반려동물동반, 주차",126.918773751224,37.6206024331891,카페
841,841,탐나도다 연신내,"카페, 커피",은평구,서울특별시 은평구 갈현동 403-3,"예쁜, 점심식사, 야외테라스, 정원, 반려동물동반",126.910021697965,37.5986792548559,카페
842,842,악어 응암역,"술집, 와인",은평구,서울특별시 은평구 신사동 17-10,"캐주얼한, 저녁식사, 바자리",126.91819237738,37.6172473840869,음식점
843,843,카페 뤽상부르 연신내,"와플, 카페",은평구,서울특별시 은평구 갈현동 481-13,"예쁜, 반려동물동반, 주차, 배달",126.931411345217,37.6363158180727,카페
844,844,트라토리아 피우 구파발,"뇨끼, 파스타",은평구,서울특별시 은평구 진관동 88,"깔끔한, 점심식사, 저녁식사, 예약필수, 주차, 배달",126.917918032411,37.633329446124,음식점
845,845,참나무본가 갈비 은평구,"돼지갈비, 갈비",은평구,서울 은평구 진관동 100-2 지하1층,"쾌적한, 저녁식사, 셀프바, 반려동물동반, 제로페이, 주차",126.920558376744,37.611955603826,음식점
846,846,카페 달력 은평구,"카페, 디저트",은평구,서울특별시 은평구 대조동 50-2,"예쁜, 저녁식사, 반려동물동반, 주차",126.93221274402,37.6136746621426,카페
847,847,이룸 커피 프로젝트 불광,"커피, 카페",은평구,서울특별시 은평구 불광동 542-3 2층,"깔끔한, 테이크아웃, 반려동물동반",126.917461739338,37.6141308076689,카페
848,848,만포면옥 본점,"평양냉면, 어복쟁반",은평구,서울특별시 은평구 갈현동 463-1,"시끌벅적한, 점심식사, 저녁식사, 반려동물동반, 제로페이, 무료주차",126.917241744557,37.6209113083641,음식점
849,849,라뚜셩트 연신내,"휘낭시에, 디저트카페",은평구,서울특별시 은평구 갈현동 429-34,"지역주민이찾는, 반려동물동반",126.922393200277,37.619556209709,카페
850,850,떡산 불광동,"떡볶이, 순대",은평구,서울특별시 은평구 불광동 310-192,"서민적인, 점심식사, 저녁식사, 반려동물동반, 제로페이",126.932071985908,37.6070462748462,음식점
851,851,온도차 불광역,"카페, 밀크티",은평구,서울시 은평구 녹번동 117-64,"캐주얼한, 테이크아웃, 반려동물동반, 주차, 배달",126.930092970198,37.6125549381541,카페
852,852,공음 불광,"카페, 마들렌",은평구,서울시 은평구 불광동 268-3,"예쁜, 반려동물동반",126.919174411117,37.6025868962058,카페
853,853,이상향 은평구,"중식, 퓨전중식",은평구,서울특별시 은평구 역촌동 40-8,"캐주얼한, 저녁식사, 반려동물동반, 배달",126.917622277877,37.6206597486496,음식점
854,854,해례 커피 연신내,"커피, 카페",은평구,서울시 은평구 갈현동 430-1,"깔끔한, 저녁식사, 테이크아웃, 편한의자",126.918894179483,37.5940917117389,카페
855,855,찰스커피컴퍼니 응암,"커피, 카페",은평구,서울특별시 은평구 응암동 427-108,"예쁜, 테이크아웃, 반려동물동반, 로스터리, 반려동물동반, 배달",126.926252785129,37.6030318453892,카페
856,856,flot 녹번,"카페, 디저트",은평구,서울특별시 은평구 녹번동 82-41,"예쁜, 정원, 야외자리, 반려동물동반",126.915210546218,37.6010554949043,카페
857,857,스위츠 마인 은평,베이커리,은평구,서울특별시 은평구 역촌동 83-30,"크리스마스, 테이크아웃, 바테이블",126.90913227874,37.6028105155196,카페
858,858,선과점 은평구,"카페, 과일",은평구,서울특별시 은평구 역촌동 191-2,"예쁜, 반려동물동반",126.924160673064,37.6072873361335,카페
859,859,넙딱집 은평구,"특수부위, 고기집",은평구,서울특별시 은평구 녹번동 144-11,"서민적인, 저녁식사, 반려동물동반",126.915560755493,37.5929825059401,음식점
860,860,필구커피 새절역,"커피, 카페",은평구,서울특별시 은평구 응암동 582-18,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",126.918401641853,37.6220632175133,카페
861,861,알렉스커피 연신내,"카페, 휘낭시에",은평구,서울특별시 은평구 갈현동 406-14,"조용한, 반려동물동반",126.922977711463,37.599533550238,카페
862,862,카페와인드 은평구,"카페, 와인",은평구,서울특별시 은평구 응암동 103-9,"깔끔한, 테이크아웃, 정원, 반려동물동반, 반려동물동반",126.907550020356,37.5965863250117,카페
863,863,산보클럽 새절역,"카페, 야끼소바빵",은평구,서울특별시 은평구 신사동 229-33,"빈티지, 셀프바",126.916601806105,37.5987543651314,카페
864,864,글라쓰 응암역,"카페, 와인바",은평구,"서울특별시 은평구 응암동 112-24 1층, 2층","분위기좋은, 저녁식사, 야외테라스, 반려동물동반",126.916307548173,37.5946657295998,카페
865,865,월하 점 응암동,"카페, 커피",은평구,서울특별시 은평구 응암동 126-5,"예쁜, 테이크아웃, 바테이블, 배달",126.915047138256,37.589201845521,카페
866,866,버드템플 은평구,"카페, 쿠키",은평구,서울특별시 은평구 응암동 591-7 2층,"예쁜, 반려동물동반, 배달",126.908803517148,37.5977171428802,카페
867,867,풍경A 응암역,"카페, 디저트",은평구,서울특별시 은평구 신사동 372 상가 10호,"지역주민이찾는, 저녁식사, 테이크아웃, 반려동물동반, 주차, 배달",126.91990142651,37.6141128472736,카페
868,868,다용도실 연신내,"카페, 비건",은평구,서울특별시 은평구 대조동 215-28,"빈티지, 반려동물동반, 배달",126.918917445382,37.6232540473596,카페
869,869,찹쌀미친꽈배기 연신내점,꽈배기,은평구,서울특별시 은평구 갈현동 409-1,반려동물동반,126.916089941306,37.6027089900851,음식점
870,870,링크 역촌동,"맥주, 술집",은평구,서울특별시 은평구 역촌동 35-29,반려동물동반,126.922047341972,37.5962667571825,음식점
871,871,모리스 그릴하우스 은평구,"수제버거, 햄버거",은평구,서울특별시 은평구 응암동 768 백련산 해모로 후문 상가 107호,"분위기좋은, 반려동물동반, 주차, 배달",126.917998388982,37.6188630810136,음식점
872,872,823m 연신내,"카페, 스콘",은평구,서울특별시 은평구 갈현동 453-22 1층,"예쁜, 반려동물동반, 배달",126.924694309941,37.6007772141365,카페
873,873,스므스커피 응암동,"도넛, 카페",은평구,서울특별시 은평구 응암동 98-15,"반려동물동반, 배달",126.917557529682,37.6183636266276,카페
874,874,어뮤즈 멜로우 AMUSE MELLOW 연신내,"카페, 테린느",은평구,서울특별시 은평구 갈현동 453-12 2층,"예쁜, 반려동물동반, 배달",126.929934162958,37.6113658090226,카페
875,875,놀부부대찌개 불광역,"부대찌개, 치즈부대찌개",은평구,서울특별시 은평구 불광동 274-13,"서민적인, 점심식사, 저녁식사, 반려동물동반, 제로페이, 배달",126.923343288074,37.6073326684038,음식점
876,876,시수 은평구,"카페, 와인",은평구,서울특별시 은평구 대조동 45-2,반려동물동반,126.913869205879,37.5954425220424,카페
877,877,매개체커피 응암역,"커피, 카페",은평구,서울특별시 은평구 신사동 34-45,"편안한분위기, 바자리",126.917141486119,37.6001988530787,카페
878,878,씽커페이트 카페 응암역,"카페, 커피",은평구,서울특별시 은평구 역촌동 43-53,"반려동물동반, 배달",126.922196294314,37.6022015913098,카페
879,879,태산 커피시그니처 은평구,"크로플, 커피",은평구,서울특별시 은평구 녹번동 176-6,"지역주민이찾는, 테이크아웃, 반려동물동반, 반려동물동반, 주차, 배달",126.986311389469,37.5774602346348,카페
880,880,다운타우너 안국점,"버거, 수제버거",종로구,서울특별시 종로구 재동 85-3 1층,"캐주얼한, 점심식사, 저녁식사, 좌식테이블, 배달",126.963877217283,37.5845055969599,음식점
881,881,더숲 초소책방 종로구,"북카페, 카페",종로구,서울특별시 종로구 옥인동 산3-1,"경관/야경이좋은, 야외테라스, 좌식, 무료주차",126.970509947788,37.5755912953094,카페
882,882,버거드조선 경복궁역,"수제버거, 버거",종로구,서울특별시 종로구 내자동 147,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 배달",126.967811068135,37.5776651297881,음식점
883,883,스태픽스 서촌,"카페, 디저트",종로구,서울특별시 종로구 필운동 32-33,"경관/야경이좋은, 점심식사, 정원, 야외자리, 반려동물동반, 무료주차",126.985246685673,37.5808779370438,카페
884,884,로우루프 북촌,"카페, 한옥카페",종로구,서울특별시 종로구 가회동 175-2,"경관/야경이좋은, 야외테라스, 정원, 좌식, 배달",127.011518773294,37.5730177519667,카페
885,885,창신동매운족발 동대문,"족발, 매운족발",종로구,서울특별시 종로구 창신동 581-5,"서민적인, 점심식사, 저녁식사, 반려동물동반",126.963566884806,37.5972885082527,음식점
886,886,카페무네 종로구,"카페, 고양이카페",종로구,서울특별시 종로구 부암동 143-1,"조용한, 테이크아웃, 반려동물동반",126.990037756634,37.5727870586681,카페
887,887,기러기둥지 익선동,"와인바, 뇨끼",종로구,서울특별시 종로구 돈의동 33,"이국적/이색적, 저녁식사, 바자리",127.000525805336,37.5718236834186,음식점
888,888,아마츄어작업실 광장시장점,"카페, 커피",종로구,서울특별시 종로구 종로5가 104-1,"이국적/이색적, 점심식사, 개별룸, 좌식",126.98371432411,37.5753407660189,카페
889,889,토오베 안국역,"백차, 티카페",종로구,서울특별시 종로구 관훈동 118-36,"깔끔한, 점심식사, 저녁식사, 예약필수, 바자리, 예약가능",126.9852891232,37.5706057036739,카페
890,890,카페인중독 종로2가점,"커피, 카페",종로구,서울특별시 종로구 종로2가 9,"다양한메뉴, 반려동물동반, 배달",126.991032634559,37.5730647349809,카페
891,891,서대포집 익선동,"고깃집, 갈매기살",종로구,서울특별시 종로구 돈의동 6,"서민적인, 저녁식사, 야외자리",126.971545982523,37.5779890955414,음식점
892,892,네스트 자하점,"카페, 티카페",종로구,서울특별시 종로구 체부동 32-2 5층,"경관/야경이좋은, 바자리",126.981680473305,37.5833488627856,카페
893,893,미트볼라운지 삼청점,"미트볼토마토파스타, 크림리조또",종로구,서울특별시 종로구 팔판동 27-5,"캐주얼한, 점심식사, 저녁식사, 반려동물동반",126.969736030926,37.5757283209072,음식점
894,894,정선할매곤드레밥 경복궁,"한식, 곤드레밥",종로구,서울특별시 종로구 필운동 283,"점심특선, 점심식사, 저녁식사, 예약필수, 주차",126.971036894463,37.5782661175336,음식점
895,895,취천루 서촌,"만두, 군만두",종로구,서울특별시 종로구 체부동 26,"시끌벅적한, 점심식사, 저녁식사, 반려동물동반, 제로페이, 배달",126.972093823848,37.573660668544,음식점
896,896,사발 경복궁역,"퓨전한식, 국수",종로구,서울시 종로구 내수동 72,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스), 주차",126.984602827063,37.5787899816404,음식점
897,897,땡스오트 안국 안국역,"카페, 디저트",종로구,서울특별시 종로구 재동 36-2,"깔끔한, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",127.004027034265,37.5825313027029,카페
898,898,어쩌다 산책 혜화,"카페, 북카페",종로구,서울특별시 종로구 동숭동 1-83,"조용한, 점심식사, 저녁식사, 정원, 반려동물동반",126.990247672604,37.5733183028173,카페
899,899,빠리가옥 익선동,"프랑스음식, 레스토랑",종로구,서울특별시 종로구 익선동 166-26,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 배달",126.983285553689,37.5791943487968,음식점
900,900,와이엔 삼청동,"카페, 커피",종로구,서울특별시 종로구 화동 126,"깔끔한, 점심식사, 야외자리, 반려동물동반",126.963834077668,37.5922356494309,카페
901,901,꼰떼 부암동,"알리오올리오, 리조또",종로구,서울특별시 종로구 부암동 269-8,"아늑한, 점심식사, 저녁식사, 예약필수",126.984046755025,37.5792784267627,음식점
902,902,베르트 안국역,"카페, 크로플",종로구,서울특별시 종로구 재동 32-21,"조용한, 바자리, 반려동물동반",126.982162799734,37.579909573678,카페
903,903,가배도 삼청점,"카페, 티라미수",종로구,서울특별시 종로구 소격동 142-2,"캐주얼한, 반려동물동반",126.969515026267,37.572192670427,카페
